web-scraper-order,web-scraper-start-url,house_listings,house_listings-href,rental,rooms,bath,area,address,type,Description,listing_agent_name,listing_agent_phone,parking,date_available,cooling,heating,pets,deposit,laundry,image_url-src
1598218928-101,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"900 Delaware St, Lawrence, KS 66044",https://www.zillow.com/homedetails/900-Delaware-St-Lawrence-KS-66044/312449496_zpid/,$896 ,2,2,878,"900 Delaware St,",Apartment for rent,"9 Del Lofts has a 2 bedroom loft available. 9 Del Lofts offers Market Rate Lofts and Affordable Housing Lofts with income restrictions. Please call for details about qualifications for affordable housing. All Lofts feature; Stainless Steel appliance's, Granite Countertops, Dark Espresso Cabinets, and Ceiling fans. 9 Del Lofts features'; On Site laundry (located on each floor), fitness center, game room and a community room all with internet access. Please call for additional information. 9 Del Lofts pays water, trash, sewer and recycling. Resident pays electric.",9 Del Lofts,(785) 856-5657,None,Contact manager,Other,Forced air,"Cats, large dogs, small dogs",$300 ,Shared,
1598218840-64,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1100 1/2 Connecticut St, Lawrence, KS 66044",https://www.zillow.com/homedetails/1100-1-2-Connecticut-St-Lawrence-KS-66044/126647587_zpid/,"$1,395 ",3,2,"1,252",,House for rent,"Charming turn of the Century 2 story beauty. Near Lawrence Art District, close to KU campus, walking distance to Mass. Street, downtown events, South Park entertainment areas. 3 bedroom, 2 full baths, plus office. Master on the main level. Sun porch overlooks (new) vinyl fenced backyard with cute ""she/he shed great for outdoor fun. Original hardwood just refinished, new interior paint, tile, updated HVAC, electrical, windows, vinyl sided. MUST HAVE GOOD CREDIT, $30 APPLICATION FEE, NO DOGS",Don J. Schmidt and Cheryl Baldwin,(785) 423-1881,None,Contact manager,Central,Forced air,No,Contact manager,Contact manager,https://photos.zillowstatic.com/p_e/ISblmo5o391yex0000000000.jpg
1598218934-106,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"705 Arkansas St APT B, Lawrence, KS 66044",https://www.zillow.com/homedetails/705-Arkansas-St-APT-B-Lawrence-KS-66044/2101146828_zpid/,$950 ,2,2,"1,000",,Townhouse for rent,"We DO NOT ADVERTISE ON CRAIGSLIST!! If you see this unit on Craigslist it is a SCAM!! We do not advertise on Craigslist, Facebook Marketplace, Letgo, or Social Serve.Get on the waiting list here: Two bedroom, two bath duplex available in Lawrence, KS! New clean carpet, newer paint and vinyl flooring throughout. Open floor plan between the kitchen, dining and living room areas. Large master suite with private full bathroom and walk-in closet upstairs and one bedroom on the main level with lots of closet space. One car garage, no basement. Tenant pays all utilities, lawn care provided. In unit laundry room hook-ups on the main level, washer and dryer provided (not warrantied). You don't want to miss this one! We never encourage anyone to apply for a home before seeing the inside of any property, as the $35 application fee is non-refundable. Without first touring the home, you truly will not know if it is going to work for you. Offered by Ad Astra Realty, Inc. 12 month minimum lease required. Kitchen appliances included. Tenant pays all utilities and lawn care. No smoking allowed in home, garage or basement (if applicable). Pets allowed with additional non refundable fee of $300 plus base pet rent $30/mo rent increase for the first pet and an additional $15 for each additional pet. All pets are screened and accepted on a case by case basis, some breed restrictions apply and pet rent may vary depending on the size of your animal. Application fee is $35 per a person and is non-refundable. We do require a credit and background check for every occupant over the age of 18. Applying for a property and paying a $35 non-refundable application fee before viewing it, is completely at your discretion. We do not have any owners that accept housing vouchers at this time. Visit the website for more information and to schedule an appointment! Rental Terms: Rent: $950, Application Fee: $35, Security Deposit: $950, Available Now Pet Policy: Cats allowed, Dogs allowed Contact us to schedule a showing.",Ad Astra Realty,(913) 914-8431,None,Available now,Other,Forced air,"Cats, large dogs, small dogs",$950 ,Contact manager,https://photos.zillowstatic.com/p_e/ISblmo5o391yex0000000000.jpg
1598218956-117,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"616 Eldridge St, Lawrence, KS 66049",https://www.zillow.com/homedetails/616-Eldridge-St-Lawrence-KS-66049/217708936_zpid/,$900 ,2,1,"1,050","Lawrence, KS 66049",Townhouse for rent,"Great neighborhood on a low traffic street. Close to restaurants, shopping, schools and parks. Pets welcome with additional deposit and rent. Private Washer and dryer hookups on 2nd level. Wood burning fireplace. Combination of carpet and hard surface flooring. Cute patio in the back yard. Owner takes care of mowing and lawn and Tenant pays utilities.",Property Manager  Lawrence,(203) 457-3124,1 space,1-Sep,Contact manager,Other,Contact manager,$900 ,Contact manager,
1598218887-84,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"416 John Doy Ct, Lawrence, KS 66049",https://www.zillow.com/homedetails/416-John-Doy-Ct-Lawrence-KS-66049/2144905991_zpid/,"$1,350 ",4,2,"1,600","Lawrence, KS 66049",Townhouse for rent,"Looking for a newer and affordable housing? This spacious 4 bedrooms and 2 bathroom unit is newly painted with large open floor plan, lots of windows, and a big back yard. A gas fire place is in the living room. Kitchen has newer appliances. The laundry room is on the main floor with washer and dryer. Call and text today for a showing. Owner pays yard care",Heidi,(785) 347-8891,Detached Garage,Contact manager,Other,Forced air,Small dogs,"$1,350 ",In Unit,
1598218934-104,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"705 Arkansas St APT B, Lawrence, KS 66044",https://www.zillow.com/homedetails/705-Arkansas-St-APT-B-Lawrence-KS-66044/2101146828_zpid/,$950 ,2,2,"1,000","705 Arkansas St APT B,",Townhouse for rent,"We DO NOT ADVERTISE ON CRAIGSLIST!! If you see this unit on Craigslist it is a SCAM!! We do not advertise on Craigslist, Facebook Marketplace, Letgo, or Social Serve.Get on the waiting list here: Two bedroom, two bath duplex available in Lawrence, KS! New clean carpet, newer paint and vinyl flooring throughout. Open floor plan between the kitchen, dining and living room areas. Large master suite with private full bathroom and walk-in closet upstairs and one bedroom on the main level with lots of closet space. One car garage, no basement. Tenant pays all utilities, lawn care provided. In unit laundry room hook-ups on the main level, washer and dryer provided (not warrantied). You don't want to miss this one! We never encourage anyone to apply for a home before seeing the inside of any property, as the $35 application fee is non-refundable. Without first touring the home, you truly will not know if it is going to work for you. Offered by Ad Astra Realty, Inc. 12 month minimum lease required. Kitchen appliances included. Tenant pays all utilities and lawn care. No smoking allowed in home, garage or basement (if applicable). Pets allowed with additional non refundable fee of $300 plus base pet rent $30/mo rent increase for the first pet and an additional $15 for each additional pet. All pets are screened and accepted on a case by case basis, some breed restrictions apply and pet rent may vary depending on the size of your animal. Application fee is $35 per a person and is non-refundable. We do require a credit and background check for every occupant over the age of 18. Applying for a property and paying a $35 non-refundable application fee before viewing it, is completely at your discretion. We do not have any owners that accept housing vouchers at this time. Visit the website for more information and to schedule an appointment! Rental Terms: Rent: $950, Application Fee: $35, Security Deposit: $950, Available Now Pet Policy: Cats allowed, Dogs allowed Contact us to schedule a showing.",Ad Astra Realty,(913) 914-8431,None,Available now,Other,Forced air,"Cats, large dogs, small dogs",$950 ,Contact manager,
1598218940-109,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"946 Indiana St APT 6, Lawrence, KS 66044",https://www.zillow.com/homedetails/946-Indiana-St-APT-6-Lawrence-KS-66044/2078231014_zpid/,$595 ,2,1,--,,Apartment for rent,"This is a 2 bedroom, 1.0 bathroom, multi family home. It is located at 946 Indiana St Lawrence, Kansas.",Tenant Turner contact for unit 362573,(620) 266-5043,None,Available now,Contact manager,Contact manager,Contact manager,$500 ,Contact manager,https://photos.zillowstatic.com/p_e/ISblmo5o391yex0000000000.jpg
1598219026-142,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"Country Club on 6th Apartments | 2512 W 6th St, Lawrence, KS",https://www.zillow.com/b/country-club-on-6th-apartments-lawrence-ks-5Xt4QL/,null,null,null,null,,null,null,Leasing Agent,(785) 328-4049,null,null,null,null,null,null,null,
1598219044-148,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"2509 Crestline Cir #2509, Lawrence, KS 66047",https://www.zillow.com/homedetails/2509-Crestline-Cir-2509-Lawrence-KS-66047/2078133663_zpid/,"$1,195 ",3,3,"1,462","2509 Crestline Cir #2509,",Townhouse for rent,"Large 3 bedroom/3 bathroom on a cul-de-sac. This home has a large primary bedroom with a private bathroom and walk-in closest. It also has a washer/dryer, private patio and 2-car garage. It's a great location in south Lawrence close to Holcomb Park. Tenant pays all utilities. Lawn care is provided.",Jason Schroeder,(785) 509-7931,"Off street, Detached Garage",Available now,Other,Forced air,"Cats, small dogs","$1,195 ",In Unit,
1598218904-93,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"625 Folks Rd APT 102, Lawrence, KS 66049",https://www.zillow.com/homedetails/625-Folks-Rd-APT-102-Lawrence-KS-66049/2088765834_zpid/,"$1,100 ",2,2,"1,200",,Townhouse for rent,"Available October 1st. Move-in ready Town Home in quiet, upscale complex located in a great school district, close to shopping, restaurants, bus stop and Turnpike access. Includes fitness center, clubhouse, pool, lawn maintenance, snow removal and in-unit washer and dryer. Spacious floor plan on upper level with private deck and 1-car garage. Sorry, no pets allowed. 12-month lease is preferred but short-term is an option. Discount given if rent paid in full for lease term. Easy living at a great value!",Karyn Davis,(785) 766-4829,None,Contact manager,Central,Forced air,No,Contact manager,In Unit,https://photos.zillowstatic.com/p_e/ISblmo5o391yex0000000000.jpg
1598218951-114,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"4808 W 25th St, Lawrence, KS 66047",https://www.zillow.com/homedetails/4808-W-25th-St-Lawrence-KS-66047/74565614_zpid/,"$1,500 ",4,2,"1,664","Lawrence, KS 66047",House for rent,Available October 1 or earlier. Close access to Topeka and Kansas City! Also just down the street from Sunflower Elementary and Southwest MIddle Schools. Large lot and fenced back yard. Call --no email--785/766-3934 to set up a showing. Tenant responsible for all utilities,Chris Schmid,(785) 428-0667,2 spaces,1-Oct,Other,Forced air,Contact manager,"$1,500 ",In Unit,
1598218917-97,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"1595 E 650th Rd, Lawrence, KS 66049",https://www.zillow.com/homedetails/1595-E-650th-Rd-Lawrence-KS-66049/111833947_zpid/,"$2,850 ",4,4,"3,071","1595 E 650th Rd,",House for rent,"Beautiful country home surrounded by trees and forty acres of land. Offering solitude, nature, and quiet, while only five minutes from Lawrence, the Turnpike, and the Southwest Bypass. See more details and pictures at fiveminutesfromlawrence.com",Sonja Stockwell,(785) 423-1990,3 spaces,Contact manager,Other,Forced air,Contact manager,"$2,850 ",In Unit,
1598218940-108,https://www.zillow.com/lawrence-ks/rent-houses/?searchQueryState=%7B%22pagination%22%3A%7B%7D%2C%22mapBounds%22%3A%7B%22west%22%3A-95.67137240338467%2C%22east%22%3A-94.96756075787685%2C%22south%22%3A38.83947899263468%2C%22north%22%3A39.02802423893799%7D%2C%22regionSelection%22%3A%5B%7B%22regionId%22%3A32452%2C%22regionType%22%3A6%7D%5D%2C%22isMapVisible%22%3Atrue%2C%22mapZoom%22%3A11%2C%22filterState%22%3A%7B%22pmf%22%3A%7B%22value%22%3Afalse%7D%2C%22fore%22%3A%7B%22value%22%3Afalse%7D%2C%22mf%22%3A%7B%22value%22%3Afalse%7D%2C%22auc%22%3A%7B%22value%22%3Afalse%7D%2C%22nc%22%3A%7B%22value%22%3Afalse%7D%2C%22fr%22%3A%7B%22value%22%3Atrue%7D%2C%22land%22%3A%7B%22value%22%3Afalse%7D%2C%22manu%22%3A%7B%22value%22%3Afalse%7D%2C%22fsbo%22%3A%7B%22value%22%3Afalse%7D%2C%22cmsn%22%3A%7B%22value%22%3Afalse%7D%2C%22pf%22%3A%7B%22value%22%3Afalse%7D%2C%22fsba%22%3A%7B%22value%22%3Afalse%7D%7D%2C%22isListVisible%22%3Atrue%7D,"946 Indiana St APT 6, Lawrence, KS 66044",https://www.zillow.com/homedetails/946-Indiana-St-APT-6-Lawrence-KS-66044/2078231014_zpid/,$595 ,2,1,--,"Lawrence, KS 66044",Apartment for rent,"This is a 2 bedroom, 1.0 bathroom, multi family home. It is located at 946 Indiana St Lawrence, Kansas.",Tenant Turner contact for unit 362573,(620) 266-5043,None,Available now,Contact manager,Contact manager,Contact manager,$500 ,Contact manager,
